LATITUDE,LONGITUDE,PRCP
37.8141,-89.2231,162.4
41.6778,-86.0022,287.8
38.2929,-86.9611,245.9
41.3964,-91.5411,57
36.5875,-87.006,216.2
36.354,-82.2486,151.9
35.6381,-87.0864,276.7
36.8681,-84.2072,297.9
41.3415,-85.1292,85.3
42.5597,-87.8566,60.9
42.9269,-83.9894,92.7
41.91444,-88.24639,44.1
40.2969,-86.0574,94
35.9509,-85.0813,266.3
36.4437,-86.7981,246.4
42.5503,-84.8258,110.1
43.3869,-84.6482,85.3
35.6801,-86.6537,251.2
39.2319,-86.6315,177.8
38.4583,-91.7027,153.6
35.3231,-86.7936,279.5
42.64208,-85.28819,133
36.47967,-82.39898,191.9
42.22278,-83.74444,87.5
43.99,-88.9411,36.9
41.9715,-87.8033,120.1
43.4583,-89.7269,37.6
43.7186,-87.7088,47.4
40.8756,-86.0561,130.9
42.0628,-88.2861,90.5
35.3363,-82.6157,160.5
36.6687,-81.9646,168.7
35.291,-82.4143,175
42.9378,-85.6131,122.4
35.3201,-82.3993,184.3
40.2581,-89.367,61
35.28,-82.5309,137.3
34.8842,-82.2209,137.5
39.1284,-88.6908,138.1
43.5288,-88.2657,55.8
35.1579,-84.8204,172.9
35.3578,-82.5039,131.1
35.02695,-82.50145,124.8
41.9953,-88.0527,111.4
40.1498,-87.6267,143.9
39.8469,-82.9872,122.7
40.4661,-87.6854,158.8
40.1491,-87.6431,136.8
42.4077,-82.8891,101.1
35.4308,-82.5242,134.1
43.4838,-83.3919,74.1
35.1342,-86.5419,343.3
39.9275,-89.7964,99.6
38.696,-85.4727,223.4
38.365,-82.555,206.3
36.7867,-90.0013,230.2
38.045,-85.7155,254.4
35.2817,-82.4564,177.1
43.4069,-84.4746,83.6
37.8725,-82.5195,168.3
39.9494,-84.5796,124
43.3139,-88.3574,78.7
40.7472,-91.275,137
43.2313,-88.1023,68.2
36.76,-88.1386,270.4
40.483,-86.3934,92.9
42.0039,-87.9813,104.9
41.5577,-87.6594,130.6
40.2333,-90.9471,84.2
37.3417,-83.4706,220.7
41.5513,-88.9147,84.4
40.2647,-87.6656,169
42.8825,-85.52389,117.5
41.7805,-88.3091,105.3
38.4104,-85.2203,248
36.62389,-87.41944,247.2
39.13333,-86.61667,137.6
40.1526,-84.4613,111.2
39.6688,-89.6711,121
35.5841,-89.2423,319.5
35.3217,-82.6126,169.9
36.5442,-85.1598,289.9
36.1021,-92.2108,208.7
41.8833,-91.7166,40.2
43.3043,-91.7952,38.1
39.1346,-88.5888,138.6
38.7389,-84.8495,239.5
41.123,-88.1257,101.5
36.3772,-85.8983,303.3
39.83444,-88.86556,104.1
40.4666,-86.0508,103
43.3008,-89.3269,58
37.59139,-83.31444,203.4
41.1072,-88.4111,102.8
40.4904,-86.207,107.3
42.3162,-90.2269,110.2
40.0084,-88.7267,119.2
39.7164,-90.2473,117.4
36.1884,-85.9076,264
37.7483,-90.6253,202.4
41.8001,-90.2751,88.6
41.0546,-88.0378,104.6
38.3515,-85.1555,228.5
35.3915,-82.444,141.7
35.2883,-82.4828,162.2
42.2973,-91.0199,69
39.32,-86.73,137.6
41.7823,-87.8622,131.6
37.76083,-90.42833,133.9
38.2196,-84.8336,258.6
42.2313,-83.3308,108.6
41.8436,-90.7275,76.6
41.995,-87.9336,117.9
42.2781,-83.8188,93.8
42.2946,-82.761,100.3
36.2885,-85.8619,313.9
42.2639,-83.8694,94.5
36.2436,-85.9916,279.4
35.9417,-86.8685,265
36.18738,-81.87409,129.7
43.4458,-86.0265,96.1
35.6391,-85.3586,207.9
35.249,-82.5297,176.1
35.3433,-82.5109,167.5
35.2802,-82.4285,172.4
41.1842,-87.2099,188.6
41.1668,-87.264,187.1
41.9227,-88.7607,81
42.3058,-85.2301,132.7
41.6538,-88.8929,73.9
40.1391,-87.6479,146.3
43.34,-88.6005,44.9
43.975,-89.8309,35.6
39.2334,-83.6091,158.5
36.1298,-92.1028,210.2
36.1387,-92.1254,217.2
39.1103,-87.6655,123
40.8821,-91.0234,81.9
40.1206,-88.2614,162.4
35.476,-82.353,156.9
37.5316,-85.735,132
42.9163,-83.5097,93.7
35.2852,-82.5012,167.2
35.1614,-83.3078,181.1
37.8325,-89.0957,198.5
35.247,-83.414,156
35.3528,-82.4424,153.6
43.0596,-89.4819,64.5
38.813,-89.9582,139.2
38.932,-90.1985,117
40.7356,-91.9696,54
37.7922,-90.4102,150.6
40.0528,-88.3729,165.8
42.1984,-87.814,99.7
42.0007,-91.6326,57.5
35.6072,-87.0592,298.3
40.0539,-87.984,176.2
42.1932,-91.7826,56.4
41.1149,-87.1997,173.9
39.3224,-82.0995,192.4
37.3577,-83.7705,193
42.113,-91.1405,40.9
41.9324,-88.747,73.7
41.9174,-88.6891,72.1
42.5491,-88.8752,95.9
36.4197,-90.5858,233.5
40.1019,-87.5961,128.5
39.6104,-82.9555,136.5
36.1973,-87.3644,248.7
35.2152,-86.7799,304.1
35.2076,-83.3173,127.2
36.1272,-87.4598,323.2
36.1207,-86.8345,305.2
41.2104,-87.2054,199.3
39.9077,-86.3116,101.2
35.9875,-87.4252,302.6
35.1618,-83.3258,156.6
35.3782,-88.549,317.1
38.7245,-90.1069,153.4
39.6437,-86.1856,135.2
42.93,-84.1046,113.5
39.3444,-91.171,103.6
38.7348,-90.0962,76.5
35.9732,-88.6849,353.6
36.0346,-88.244,307
41.8939,-88.4761,100.9
35.7998,-84.168,202.8
42.1575,-90.7063,80.9
35.8113,-84.0839,196.1
35.5952,-88.1175,343.1
35.5206,-91.9997,337.9
42.0404,-88.3366,96.4
38.1479,-91.4468,157.5
35.6394,-84.665,213.5
35.7103,-88.8223,359.1
42.2391,-83.6958,104
42.6508,-88.2544,70.4
40.5379,-90.0421,107.2
41.1204,-90.1641,103.2
35.2894,-91.3533,273.9
37.15605,-91.36015,107.9
41.3763,-82.0992,74
35.8843,-84.6149,250.3
40.5938,-91.1467,97.1
42.2832,-83.7715,98.4
35.6213,-88.8456,378.8
40.4624,-90.7452,110.6
36.1514,-86.6339,308.4
39.42387,-85.01445,149.2
38.23056,-90.39806,133.2
36.5571,-84.9779,323.6
35.9018,-82.8393,83.3
36.2332,-84.9356,250.2
36.2325,-84.9407,249.3
37.7308,-89.1658,205.2
39.516,-86.0772,71.3
41.6093,-91.5051,71.5
41.5033,-88.1027,122.5
42.3337,-83.8751,108
36.2649,-88.4,217.2
39.5682,-86.1749,129.8
43.0608,-86.2047,100.5
43.3797,-84.9732,94.7
40.4789,-88.4332,124.4
44.11869,-89.53587,14.2
35.1108,-81.9675,103.2
42.3045,-83.8553,103.2
38.7425,-90.3721,81.6
41.8592,-88.3221,107.7
42.1398,-87.7854,106.6
42.3404,-83.8916,103.7
41.835,-89.5136,134
41.8705,-91.5807,27.6
35.4341,-89.7169,300.4
39.5858,-86.1947,120.7
37.0855,-87.4986,261.7
43.6341,-90.3792,25.3
39.9759,-89.7253,105.4
42.1983,-91.6543,54.8
37.7693,-90.4489,190.2
38.296,-85.5053,298.5
35.0841,-85.6289,216.2
35.9232,-82.4388,87.4
39.26,-84.807,175.2
39.2,-84.6074,162.4
39.1515,-84.6771,115.4
35.6362,-82.6302,67.8
40.1114,-88.2605,160
43.0411,-89.4286,67
38.428,-90.361,161.5
37.8616,-83.9229,208.2
35.5546,-82.693,84.3
35.7977,-89.1176,344.6
38.3207,-90.7217,138
35.8244,-82.3292,150.9
36.69184,-91.39902,171.6
40.8143,-85.1546,80.3
35.8386,-82.3414,89
37.6336,-83.7161,172.7
42.597,-82.1781,78.3
42.293,-81.9734,80.2
39.8878,-86.1733,121.1
42.9986,-84.0744,115.6
39.25,-84.579,171.3
38.3931,-90.6407,127.4
41.8876,-89.8136,88.3
40.8335,-84.2982,91.4
39.6509,-89.4452,109.6
35.4322,-84.5833,175.7
40.3407,-88.2896,133.5
37.7922,-87.5708,190.3
42.6475,-89.0644,66.1
42.0213,-83.3945,81.1
43.3894,-92.0938,34.6
36.569,-82.6829,208.8
40.3175,-88.3504,99.5
38.6552,-91.4331,144.2
42.0333,-82.9,78
41.1803,-86.8327,199.7
35.3116,-83.1747,166
39.3531,-84.2602,182.4
36.0749,-87.3959,293.1
42.2052,-84.4168,130.5
36.2084,-91.5115,229.8
36.1075,-85.5033,262.9
40.0613,-87.9511,171
39.8907,-86.1192,109.9
41.4388,-87.3545,160.2
40.8146,-82.9848,110
36.5439,-82.4808,207
41.2086,-86.783,199
36.1682,-91.511,259.7
41.4468,-87.5657,174.8
37.3693,-89.6666,272.9
35.654,-82.338,117.6
38.3052,-87.1259,226.8
41.8594,-88.3275,108.4
36.0027,-88.4252,330.6
42.2406,-84.4669,125.9
42.0926,-84.4729,138.7
35.5894,-89.2586,330.8
42.678,-90.1063,67.6
40.7301,-85.1607,104.7
40.0943,-88.2519,162.3
39.7233,-91.3719,78.7
42.107,-84.626,143.7
39.185,-83.942,183.5
41.4255,-91.0094,63.8
43.42278,-88.35194,50.9
34.96285,-87.37195,337.8
37.2471,-83.1817,249.2
42.0256,-88.2885,80.1
37.459,-89.2682,237.6
39.3044,-85.2153,153.8
38.8263,-90.2951,25.1
38.5914,-90.5235,139.3
41.8482,-88.3144,104.8
39.07908,-82.70644,216.1
36.882,-83.3087,288.8
37.7385,-86.2581,292.3
37.2729,-83.2136,205.5
38.5586,-90.3874,143.4
42.2972,-89.6038,90.5
39.8563,-89.4162,119.3
43.6561,-87.8144,53.9
38.5096,-89.9711,188.3
36.3189,-86.5612,290.2
36.0805,-85.8799,281.4
39.4684,-86.04121,143.8
35.9013,-88.0579,319.7
40.8555,-85.498,91.3
35.8575,-84.5278,274.8
36.2393,-88.08,307.8
39.489,-86.073,132.8
36.1066,-88.0443,294.7
38.5524,-90.0805,177.9
42.2792,-91.525,50.4
35.3402,-85.3744,199.6
36.8977,-86.1247,246.2
36.0148,-85.1313,271.2
38.3769,-84.303,244
35.4012,-85.4288,224.4
40.084,-88.2404,155.5
41.8978,-90.1545,46.4
35.3732,-85.9462,255.9
38.0805,-87.2758,248.8
37.1559,-90.5329,184.5
37.7881,-90.7802,261.9
38.5735,-90.066,175
36.1367,-91.1171,287.2
38.6049,-89.9685,168.2
40.2986,-86.5066,159.3
35.4467,-83.4623,186.5
36.0519,-88.0828,267.1
35.4581,-88.6583,367.3
43.7955,-91.4263,27.9
36.5194,-82.5275,177.2
35.8318,-87.4219,302.4
40.9843,-86.8871,165.8
38.6451,-85.3552,254.4
35.8201,-91.7812,264.2
38.0649,-87.2739,235.7
39.8288,-88.9505,121.9
35.6025,-82.5602,76.4
39.195,-82.1869,246
35.6534,-82.5709,69.8
36.9777,-86.4613,206.1
35.6536,-82.5728,72.7
35.546,-82.343,125.4
39.692,-86.5299,120.5
39.2339,-92.1326,65.8
42.7858,-91.0958,48.1
39.1195,-92.2114,71.5
41.9352,-84.6411,160.5
39.22,-85.8555,144.2
42.4147,-88.6308,76.4
37.0245,-85.6987,223.7
35.3725,-85.4378,190.6
34.9549,-89.6725,227.1
39.2352,-85.8992,113.3
35.3675,-90.9729,195.7
40.8092,-89.0546,70.9
36.9189,-86.4796,229.1
38.558,-90.4243,163.3
41.8074,-91.965,52.4
41.0931,-85.4694,124.6
39.7849,-86.3939,122.5
39.981,-83.0401,136.5
40.1299,-83.0742,139.6
41.2362,-85.4881,138.2
42.0496,-91.5881,46.7
39.0444,-84.6724,198.3
39.9064,-84.2185,142.6
38.0441,-87.5205,234.7
39.003,-90.6886,141.9
42.39778,-90.70361,72
39.72517,-86.28168,118.1
36.923,-86.4919,186.2
37.77972,-89.24972,63.6
39.0313,-86.9371,126.7
39.10333,-84.41889,180.3
43.3085,-87.9848,66.8
43.3194,-83.7161,91.2
43.7072,-85.4822,105.8
36.4128,-82.4528,193.1
36.5331,-86.3678,253.4
35.1833,-84.8971,176.7
35.4703,-85.6371,266.7
35.1226,-84.8057,189
35.93,-87.4695,329.9
35.1103,-84.8711,203.8
36.58028,-85.12556,282.7
35.935,-87.2662,305.6
42.5066,-83.3791,87.7
38.221,-84.8175,261.4
40.1433,-91.5158,99.1
39.9617,-86.0585,82.3
38.42,-84.07,192.1
38.6008,-90.5548,172
36.2747,-91.5056,207.6
40.2201,-81.9365,149.1
39.7749,-86.4022,136
38.2973,-85.7197,273.1
39.6742,-89.6693,116.5
35.3125,-81.9891,122
38.3098,-85.736,274.8
41.6639,-85.0183,159.8
38.8701,-87.0917,158.4
38.7983,-90.3779,133.6
41.5264,-90.5858,80.3
35.6162,-82.5505,69.3
40.0191,-83.0437,141.7
35.4791,-82.4924,121.2
35.6846,-82.5953,42.6
38.7778,-92.2686,89.5
39.0704,-84.9758,121.5
37.5742,-90.3075,78.6
38.4908,-85.6677,270.8
36.6702,-87.5588,257.3
39.3854,-87.0399,121.6
39.2425,-87.3905,127.2
41.5401,-90.4492,81.1
41.9552,-83.6488,83.4
36.4012,-82.4306,189
36.3925,-82.4781,180.5
36.4222,-82.6027,166.7
36.2605,-82.498,152.3
42.3075,-85.25111,129.4
40.7296,-91.1897,83.8
35.373,-85.6133,229.8
43.6747,-86.4238,79.4
40.0639,-82.8673,125
41.78611,-87.75222,111.7
40.8977,-86.6525,154
35.5909,-82.5549,70.8
35.7047,-86.4869,293.3
41.4057,-81.852,82.6
35.4611,-85.7858,288.7
42.7754,-91.4537,52.4
42.40917,-83.01,70.9
38.9232,-86.5339,191.6
35.2622,-88.9891,348
43.308,-87.9552,19.8
41.01361,-83.66861,84.5
35.89536,-82.8313,67.5
38.7699,-84.0127,234
41.6514,-90.5731,70.1
34.9901,-85.2595,125.3
37.2252,-89.5705,239.4
35.054,-83.728,217.5
35.6224,-82.5096,52.2
38.6058,-88.3117,154.6
42.0773,-91.3027,62.9
36.9647,-86.4238,218.2
38.7696,-92.1797,77.1
34.9646,-91.9657,360
41.755,-87.8173,127
36.573,-87.418,266.6
36.4583,-86.324,281.2
41.8008,-87.5903,159.4
39.166,-85.9227,144.6
35.1036,-85.179,178.9
41.5445,-90.591,83.3
38.4082,-82.4443,207.1
38.406,-82.3813,197.6
38.154,-89.5536,152
41.6447,-90.5871,87.5
41.9622,-84.9925,168.1
37.7858,-84.7077,178.9
34.9089,-83.4575,262.4
38.7927,-86.4074,164.1
40.8802,-85.5112,110.8
42.8504,-91.8158,44.2
41.5877,-91.7451,68.8
37.5245,-84.9965,232.7
41.9177,-87.8037,56.6
38.9716,-86.5616,132.3
40.2538,-85.1484,108.1
40.3503,-86.4867,93.1
35.014,-85.1492,180.3
38.9136,-86.4778,139.9
